GP,MIN,FG%,3P Made,3P%,FTM,FT%,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
-1.4009008167546244,1.1770661325681808,-1.5434072909254555,0.6580414657382574,0.3568346681736425,0.3063332468137487,-0.03785496385062085,1.0108523586870164,0.5179967149773727,0.23763961984662588,-0.5334579862075083,0.0732541810653668,0.14733794890817287,0.0
-1.458281440152185,1.116860444437737,-2.374650527286443,1.1794936029879706,0.26279673955917277,1.3196300889031665,0.5862861627245034,-0.018938043103286367,-0.3084471263998895,1.4616130622341161,1.1755023657823929,0.30641475737793555,0.5626945790700628,0.0
0.7795628723526804,-0.2799115201885548,-0.3209907668651802,0.3973153971134008,0.3192194967278545,-0.40297454264884375,-0.3120987921942368,-0.23960741491549417,-0.4056758136207438,-0.3743471013471192,-0.28932079306609393,-0.15990639524720207,-0.26801868125371714,0.0
-0.13852710200829005,-0.7254336123538377,-0.25579521891529905,-0.38486280876116913,0.206373982390491,-0.40297454264884375,-0.13242180121048824,-0.8280590730813816,-0.5515188444520255,-0.5103441505012847,-0.04518359992467955,-0.6262275478723397,-0.26801868125371714,1.0
-0.7123333359838966,-0.7374747499799265,1.3414957058567936,-0.6455888773860258,-1.2104641420675197,0.0023441941869233574,-0.27427205725028936,-0.386720329456966,-0.25983278278946226,-0.8503367733866987,-0.7775951793489229,0.0732541810653668,-0.5449231013616437,1.0
0.8369434957502411,-0.7495158876060152,-0.3046918798777108,0.1365893284885441,0.8270243112459912,-0.9096229636935526,0.2742155994369413,-0.9751719876228534,-1.0862766241667248,0.16964109526954319,-0.5334579862075083,-0.8593881241849084,-0.6833753114156071,0.0
0.09099539158195256,-0.8097215757364588,-0.10910523602806625,-0.6455888773860258,1.9241334784148048,0.20500356260480684,1.021293614579893,-0.46027678672770195,-0.5029045008415982,-0.6463411996554503,-1.021732372490337,-0.6262275478723397,-0.6833753114156071,1.0
-0.7123333359838966,-0.881968401492991,-0.435082975777473,0.3973153971134008,0.670294430221875,-0.6056339110667274,1.6265213736830448,-0.8280590730813816,-0.6487475316728799,-0.9183352979637815,-1.021732372490337,-0.6262275478723397,-0.6833753114156071,1.0
0.26313726177463453,-0.930132951997346,-0.8099573764892903,-0.38486280876116913,0.2502583490772435,-0.9096229636935526,0.10399529218918024,-1.0487284448935892,-1.0862766241667248,0.509633718154957,-0.7775951793489229,-0.8593881241849084,-0.1295664711997537,0.0
-1.0566170763692606,-1.0987088787625883,-0.9566473593765243,-0.38486280876116913,0.13114363949891503,-0.301644858439902,-0.2364453223063432,-0.9751719876228534,-0.940433593335443,-0.8503367733866987,-1.021732372490337,-0.8593881241849084,-0.6833753114156071,0.0
-1.458281440152185,-1.2913670807800077,-1.25002732515099,-0.6455888773860258,0.8771778731737082,-0.8082932794846108,1.0874904007318003,-1.269397816705797,-1.0376622805562974,-0.5783426750783676,-1.2658695656317518,-0.6262275478723397,-1.2371841516314601,0.0
-1.1713783231643817,-1.3154493560321854,-0.7121640545644692,-0.38486280876116913,-0.3578535892963275,-0.20031517423096012,0.690309683820357,-0.9016155303521174,-0.8918192497250158,-0.7823382488096158,-0.7775951793489229,-0.6262275478723397,-0.8218275214695704,1.0
-1.9173264273326702,-1.327490493658274,0.4939535825083367,-0.6455888773860258,-1.2104641420675197,-1.2136120163203779,-3.9434653468131446,-0.46027678672770195,-0.5029045008415982,-0.9183352979637815,-1.021732372490337,0.5395753336905043,-1.2371841516314601,1.0
-0.8844752061765786,-0.2799115201885548,-1.9345805786247445,2.2223978774873974,0.6765636254628397,-0.6056339110667274,1.4941278013792298,-0.31316387218623,-0.5029045008415982,-0.7143397242325331,-0.28932079306609393,-0.15990639524720207,-0.9602797315235336,0.0
-0.9418558295741392,-1.3515727689104515,1.5533812366939086,-0.6455888773860258,-1.2104641420675197,-0.9096229636935526,-1.9197350273119824,-0.7545026158106456,-0.7945905625041615,-0.9183352979637815,-1.021732372490337,0.0732541810653668,-0.8218275214695704,1.0
-1.1713783231643817,-1.3876961817887177,1.1785068359820903,-0.38486280876116913,-0.3139692226095749,-0.6056339110667274,-0.17970521989042193,-1.269397816705797,-1.2807339986084334,-0.10235300303878808,-0.7775951793489229,-0.8593881241849084,-0.5449231013616437,1.0
